Test,Mean_CV_R2,Mean_CV_RMSE,Mean_CV_MAE,Final_R2,Final_RMSE,Final_MAE
FAS,-0.1530853727307217,11.787104661338025,9.220465788414975,-0.13467307781604276,11.788611065192793,9.220465788414975
Animals,0.05919836076683669,13.336360743928244,10.679958096813845,0.06243655600375653,13.397930310827833,10.679958096813845
BNT,-0.11660312584490348,12.187853958343924,9.645498976710785,-0.09945938744166116,12.210065515722103,9.645498976710785
