Independent_Variable,3rd-Ventricle,4th-Ventricle,5th-Ventricle,Brain-Stem,CC_Anterior,CC_Central,CC_Mid_Anterior,CC_Mid_Posterior,CC_Posterior,CSF,Left-Accumbens-area,Left-Amygdala,Left-Caudate,Left-Cerebellum-Cortex,Left-Cerebellum-White-Matter,Left-Hippocampus,Left-Inf-Lat-Vent,Left-Lateral-Ventricle,Left-Pallidum,Left-Putamen,Left-Thalamus-Proper,Left-VentralDC,Left-WM-hypointensities,Left-choroid-plexus,Left-non-WM-hypointensities,Left-vessel,Optic-Chiasm,Right-Accumbens-area,Right-Amygdala,Right-Caudate,Right-Cerebellum-Cortex,Right-Cerebellum-White-Matter,Right-Hippocampus,Right-Inf-Lat-Vent,Right-Lateral-Ventricle,Right-Pallidum,Right-Putamen,Right-Thalamus-Proper,Right-VentralDC,Right-WM-hypointensities,Right-choroid-plexus,Right-non-WM-hypointensities,Right-vessel,WM-hypointensities,bankssts,bankssts_rh,caudalanteriorcingulate,caudalanteriorcingulate_rh,caudalmiddlefrontal,caudalmiddlefrontal_rh,cuneus,cuneus_rh,entorhinal,entorhinal_rh,frontalpole,frontalpole_rh,fusiform,fusiform_rh,inferiorparietal,inferiorparietal_rh,inferiortemporal,inferiortemporal_rh,insula,insula_rh,isthmuscingulate,isthmuscingulate_rh,lateraloccipital,lateraloccipital_rh,lateralorbitofrontal,lateralorbitofrontal_rh,lingual,lingual_rh,medialorbitofrontal,medialorbitofrontal_rh,middletemporal,middletemporal_rh,non-WM-hypointensities,paracentral,paracentral_rh,parahippocampal,parahippocampal_rh,parsopercularis,parsopercularis_rh,parsorbitalis,parsorbitalis_rh,parstriangularis,parstriangularis_rh,pericalcarine,pericalcarine_rh,postcentral,postcentral_rh,posteriorcingulate,posteriorcingulate_rh,precentral,precentral_rh,precuneus,precuneus_rh,rostralanteriorcingulate,rostralanteriorcingulate_rh,rostralmiddlefrontal,rostralmiddlefrontal_rh,superiorfrontal,superiorfrontal_rh,superiorparietal,superiorparietal_rh,superiortemporal,superiortemporal_rh,supramarginal,supramarginal_rh,temporalpole,temporalpole_rh,transversetemporal,transversetemporal_rh
Age_x,0.3445715932430006,0.07505707863379782,0.036523022809871644,-0.263410906985842,-0.17050951786134141,-0.13385658730493966,-0.21545854796055075,-0.04712827091270738,-0.012982702717983671,0.21279399332180995,-0.4245023700601228,-0.4919329473882377,0.01012753234247004,-0.23014360717530935,-0.2635135613650029,-0.5255291713023978,0.4395517575457918,0.34194489382551885,-0.14293508112005626,-0.33214736963287317,-0.3788767303914386,-0.382109602321586,,0.29877227256155686,,-0.005965422611950488,0.010438044489940346,-0.4602140510524819,-0.432556098920604,0.0211629813692949,-0.21278961218457793,-0.2484283751239585,-0.5415837331587132,0.41316035927606976,0.3314223720864,-0.10622511767843613,-0.3595616186531113,-0.37374652015339244,-0.35250391791646196,,0.3511936148231266,,0.014508841660524262,0.4123948261771574,-0.2876304617322455,-0.3274013367804892,-0.1883586372090939,-0.19187047741480723,-0.21636370930587423,-0.18977460548292607,-0.14066963074470556,-0.19975416631532056,-0.3139854838113366,-0.3794056191311084,-0.09950504226387555,0.023409987295806074,-0.3008683464233889,-0.3370136304143576,-0.2772471350310081,-0.27291141391164364,-0.33511913189268155,-0.3270879404951622,-0.14580434309896395,-0.20224094392751393,-0.22910312330540367,-0.24788092225052377,-0.25879716206970094,-0.29125978509572,-0.28550502791151977,-0.22529843857183796,-0.2369986720317015,-0.27100073052087625,-0.2979977117577217,-0.22941576820626905,-0.33928820730834963,-0.36054021680264503,0.08944063434751404,-0.16536277970343116,-0.1419195978156123,-0.36488738460234404,-0.4181844219730767,-0.26182438782446127,-0.24300442683119744,-0.23313564002665277,-0.15202021607929067,-0.2465309889115463,-0.24182934333778627,-0.16118076481830385,-0.185170855933726,-0.2657013489541016,-0.26840432632467326,-0.24356839904165,-0.2541678050900436,-0.27983155290967504,-0.30753723313100484,-0.23769953689858106,-0.2659338794443562,-0.18447738960255575,-0.18947242430685668,-0.24409336346513413,-0.2181779328362948,-0.2682249462815679,-0.21817548669874762,-0.1724474876679566,-0.20278837125218588,-0.34457363607101643,-0.34702041928795135,-0.14612691259260996,-0.16924022524871846,-0.16330367609085517,-0.20374008041699515,-0.2711326527265079,-0.28678741756660503
Animals_T_x,-0.1746073092326011,0.04771816545732438,-0.045276834816782435,0.14562990139085402,0.18734524801412653,0.14036480103357157,0.2269644987398683,0.03605301964985773,0.10644821440632216,-0.08176065372011043,0.28446918689913714,0.3239338181503233,0.17312526324819966,0.09552939507033772,0.11249116255805544,0.29199224382547917,-0.2785683470897432,-0.16652604556959105,0.047040413931763364,0.28874964195385877,0.28877883261951975,0.2026552496325301,,-0.15861529837931682,,-0.03410654124693429,-0.07527967856983728,0.35847376980643275,0.3253807878382082,0.16166683565680512,0.10312511293343032,0.09681389959797002,0.3135453626501209,-0.276962919322517,-0.15725015465431347,0.06894701680602783,0.27957235236523736,0.29154261063698217,0.14740974860440284,,-0.15930748007214435,,-0.032398882395334755,-0.16709602576894947,0.29722038481322943,0.2844030790279544,0.154971076352692,0.10893528655256339,0.33747970864143795,0.28575751796122356,0.12937608189996158,0.09225467415419272,0.2507176236629448,0.26239267843666003,0.08638557232266562,0.039546908378749024,0.3129114117138809,0.2788198616643549,0.27207475865595104,0.33464937079772755,0.3467046743782549,0.3226015349253441,0.2001975379258742,0.23377314049985626,0.2664145051278316,0.23731597488757072,0.23390220032256015,0.19645362177448472,0.29818428059384117,0.21213722378357336,0.15842151506866126,0.1705774982521543,0.24467598093559442,0.2606168458761744,0.42053129909198184,0.36485317432927117,-0.019172885583600537,0.09695424464053785,0.11738891059291523,0.21496367239431485,0.2513583908586315,0.3225687606057675,0.26262947728880437,0.1686865539344089,0.1723474505153511,0.23234570762791654,0.23484010008647838,0.0879159358483507,0.021426768410909992,0.19265570754553796,0.21913713452599987,0.2503303792495592,0.20783205383760928,0.25776766243738936,0.25425218026691665,0.2580901605143858,0.24980147892206156,0.19536445019611134,0.1975516567085306,0.2907745393915466,0.25605504788071143,0.2640045175460604,0.2688468178947845,0.22215189459606788,0.2093704340505342,0.3050783348123798,0.26315943092596394,0.25251964902138807,0.2196320299136488,0.06137363395219972,0.16998984986842608,0.18930526315827273,0.1670563129812882
Animals_raw_x,-0.20034323635121426,0.03880918297268783,-0.032705365960168986,0.20328044396457656,0.21610682313931204,0.16024573079196625,0.24617560390904944,0.04463020669259606,0.1082828357918112,-0.09871073572648457,0.32458101790686245,0.4004161449583349,0.13295295665357662,0.16844284608176113,0.14766286131837278,0.3567594010754256,-0.3095109689141788,-0.16614369238900262,0.08585300307159666,0.2927716299687781,0.336459709227334,0.2633345110492712,,-0.22053976408825976,,-0.07176240864372448,-0.08716682881492263,0.3957860601597455,0.37258815620744123,0.13003402746461248,0.16294689370539794,0.13155177156282763,0.38514406999992046,-0.2991762365342866,-0.1624877581589257,0.07772678650385788,0.29244145665938415,0.3367127264032614,0.21674298513080584,,-0.20707331703816803,,-0.036118113778766184,-0.22288700988697563,0.37385094188758006,0.3433843210427519,0.20656309802976708,0.17114319770161335,0.3456527080543892,0.34125747618804125,0.1684287100509238,0.13709922276261066,0.3113361905822791,0.33520946380970373,0.0918977977852944,0.041877413564311475,0.38259659155258785,0.32959841585942456,0.3266463904225028,0.36966179261579163,0.3993564018977326,0.40439682945336963,0.23945030602224915,0.2826962202778637,0.29433345449935533,0.24053482175172072,0.29346564250404067,0.24927492362660564,0.35834426894776983,0.26218047934900746,0.2139525586096918,0.23605186167094575,0.2703389662869649,0.2807660744123534,0.48095084157695495,0.3999667983499237,-0.04081940704994269,0.13802742104692334,0.15265820502359026,0.2984731904816821,0.32051862238318063,0.34905519360584386,0.2790412733774402,0.23374887903609107,0.19326712967588094,0.2624637956233349,0.252682653346242,0.1085217303654301,0.06770988364334449,0.22680396322491575,0.2703510199373764,0.2966844477855237,0.24343118790551538,0.3219756336321795,0.3152943287536537,0.28558602478939343,0.2821229488739647,0.24882937334645575,0.22901598316750743,0.31237500989154254,0.270698756491523,0.3335273661833645,0.3056501302839568,0.2118307035011744,0.21511788395845832,0.3836324630666792,0.3226837786382931,0.28605908810277825,0.24596670673822407,0.11636311708942712,0.21085029963554042,0.25019395529542743,0.2382181651366046
BNT_totalwstim_T_x,-0.026643894055017874,0.039894220242565795,0.005951134070786599,0.1966415400825056,0.24930682354884678,0.11089811708710283,0.10167926942735253,0.0960318739634172,0.16396341071410014,-0.015740996606132658,0.23410153639220518,0.27343764165014084,0.19413637460955657,0.15793721637451308,0.15929597825850722,0.2308583653345578,-0.10446585273885242,0.06757392715134451,0.08723938369720446,0.229462689827343,0.24191458193761015,0.25552587104589863,,0.016507591280957724,,4.888554524732497e-05,-0.017791049608414898,0.22773306537100824,0.25571639462417717,0.1995316081727264,0.17706108859938413,0.1705065984537353,0.2059635531260623,-0.06921301157715726,0.0870691743202798,0.053076939953813344,0.22172973606467034,0.2580573431490131,0.20962815729189888,,0.092029630014386,,-0.001882961266837322,-0.03887072479280754,0.2363906146187451,0.18371684719093417,0.19363983803700335,0.030644867922448405,0.26572296385179284,0.15533198962320183,0.1311192622448824,0.12668096145033775,0.30297827055023474,0.25097098678028,0.09484462372244272,0.07547095590273784,0.3185898171400438,0.2423964950807108,0.2022556956276817,0.192982121232335,0.2768491550417459,0.25193128312935037,0.2756035089278073,0.266315586132048,0.1744199456364366,0.10616328367009603,0.21818863518955886,0.19408405757328406,0.2790454166879343,0.25965920960179406,0.09725602409207464,0.14650246959927768,0.23577026280743504,0.28936522332271636,0.34568151233547467,0.29096889579915236,-0.1023156645406248,0.14300367441609993,0.11640296998493008,0.2680392366105485,0.2623946621938299,0.17346110228334483,0.17468854340072057,0.171073960191796,0.2004641251863417,0.18260269070654456,0.2361054711700398,0.08913082824277799,0.0905818940110944,0.11196489923880103,0.10190687581575811,0.13292554241795754,0.09302219776695726,0.16891275083269397,0.14349773559615947,0.30670310518644983,0.25001839256161884,0.24718354397864983,0.14037778205173126,0.2421778754199439,0.23053812381925637,0.22917681002568968,0.2444677855867311,0.21632485737446844,0.23719545313128104,0.3436779811052084,0.26469276013014464,0.2739104747533021,0.22010241941011088,0.2552306179951018,0.24914490248948767,0.19662315282909415,0.17506442562055252
BNT_totalwstim_raw_x,-0.05417930396549174,0.008257264067546316,0.0037699877869830116,0.2519159225821142,0.2275606022308611,0.12099613097065026,0.11596220523407288,0.09186204330950631,0.1360566400139983,0.0012127732747135543,0.2678570294965778,0.3276919010526752,0.09626257689409624,0.21235733723084627,0.23688202491400978,0.324541765370728,-0.21583001244290875,0.018840034834301897,0.0633594862976774,0.19624337392527058,0.2945960231644382,0.31276952873856895,,-0.024988780958238692,,-0.010980059640829903,-0.037622914199400385,0.2797903982850622,0.2874629461191028,0.129986420473862,0.22422133147850906,0.20115035584596436,0.32260309362658585,-0.16150162691661252,0.031562877703572925,0.06903817055082288,0.23480147071878854,0.2927312825314702,0.261743699855802,,0.013877927847041106,,-0.006292213902662644,-0.15923136992675582,0.2580405990851936,0.2442099757866571,0.2305256843386217,0.10655564208566876,0.2650481918975355,0.18022089094284044,0.19559971267580387,0.20465144557243414,0.3654785923407913,0.3416034208012584,0.10531111223859373,0.02278093998870051,0.3872247179393562,0.3192103096040539,0.243448253265384,0.23183292740763467,0.3411312104663483,0.32164730665675645,0.31090092458282625,0.35352636372761054,0.21191696851318614,0.14816817834079157,0.3218146799355076,0.2989210331551565,0.3422895803854837,0.30651647201013504,0.21095842595647396,0.24541436826224414,0.26131842663613836,0.32495625369835757,0.3881069567047559,0.31763773671705364,-0.077525807576569,0.15960991689860302,0.16015986464984444,0.33796506452538577,0.3215202760045466,0.21442771186096282,0.22850082855145415,0.21524751251112476,0.24988976662688267,0.24027322302356477,0.2787190665610219,0.13951547105844814,0.1349615205578269,0.21182863662874452,0.19895142922872153,0.15861082441431282,0.15847295653383142,0.22992386082575422,0.21409708159899415,0.2990390678344045,0.2748621648904288,0.2775273848304054,0.20173722545775358,0.2618250601845046,0.23859491420339618,0.2643889650144943,0.2786299663779182,0.23523284164637281,0.2502032891026009,0.3979337574771414,0.3281760089518833,0.2643362742568658,0.21615595704739124,0.2878529300918932,0.2667025901603492,0.30337248232116054,0.25541895530491576
Edu_x,0.07631696260066106,0.13004841529598643,-0.000984903722651094,0.14197152679309882,0.08040132026071468,0.07459904323175562,0.013163107600594505,0.07662499599628635,0.08690562246220374,0.0757965522715306,0.0021700812092471516,0.09878369650658043,0.0751419715601582,0.21430599195754238,0.07886188828313062,0.0941950072183007,0.09082936033545058,0.17179577753852882,0.14855358395913604,0.0032130738714860746,0.1570507578940295,0.09910419392764983,,0.049613762069792955,,-0.01912997034685465,0.04882210038940721,0.05301949916695114,0.103283865919429,0.11438480289119882,0.22307377489416336,0.037349116990078535,0.09597157161648054,0.14031194454765014,0.15127320453092397,0.07617291896291459,0.053076533678823215,0.19049194565445415,0.12263443113246637,,0.0954817228696216,,0.027397438141959315,0.037290674207780476,0.06047379465135328,0.07986409635916766,0.1040563658744664,0.10447780139149898,0.15702172827785915,0.15962919344646645,0.1464862951038433,0.14208980066795915,0.09335089284785741,0.07936140877984499,0.14799123367488864,0.06060305490231332,0.2164717853971801,0.16524132144540948,0.18528462660571704,0.14660799262512964,0.13919825712928985,0.19664097870402703,0.18320484929757136,0.19861198712840716,0.13614496985992702,0.0943604046912533,0.23841964333867063,0.23918974307961544,0.21738940284834157,0.21396705655667791,0.22450934882442594,0.17521241563979018,0.17781134869733528,0.22073958541434102,0.13692314083828,0.1132200826502231,-0.03221171424529397,0.1278271068399811,0.21387294947376811,0.08833049606084914,0.023729404297067012,0.14792224452781658,0.1641897771254508,0.19028680411801996,0.14730494169837907,0.19576139244371482,0.12995452433319263,0.09452678727287807,0.11638597226773534,0.15699453076953174,0.1574629559390227,0.13264468924522044,0.12247050979083551,0.19263112623459303,0.19182232956804784,0.194969677826021,0.17097965090620443,0.17479725421991224,0.09794471895713339,0.21728005286952562,0.1960394525634758,0.18217094344099505,0.23080835105415737,0.19224384312307632,0.17043965159187976,0.17549154195617053,0.16768965334012406,0.1506732659498778,0.15750035590739198,0.1937162145780815,0.09000851501720276,0.1666714387823568,0.18865995440483757
FAS_total_T_x,-0.09290306402982092,-0.004489563652735161,-0.00029854904507470303,0.23575958943699438,0.13876686299630725,0.16143149437589066,0.1867439898715903,0.05342064576393822,0.12454654152348213,-0.1314345020249781,0.151959319003487,0.19237441404965716,0.2723502382644807,0.19958842529747883,0.15090569323569253,0.173820555332185,-0.1528904099491715,-0.13162306330096246,0.16402988112407144,0.2701314587068392,0.2426453772511188,0.2794205673943425,,-0.09434379224861161,,-0.038524132078111145,-0.014860673373369812,0.249067389632894,0.1932431542076001,0.23318262304939524,0.2015064256891344,0.1392286792441292,0.1776730855648565,-0.09659649495140403,-0.08419134243071749,0.12181549538196412,0.28349735469433157,0.28083630657671016,0.25022081723634476,,-0.0671902829763896,,0.030923388554293864,-0.06481465835121027,0.2589228362796183,0.21650205447681803,0.21907257354396256,0.13043525216370885,0.2800170305858475,0.24493880605681798,0.11083461799904676,0.10065724187663358,0.1832525968866105,0.17527313858364751,0.10825241171547731,0.0037399405645633307,0.22381497443567883,0.19015328601608655,0.20704918393617472,0.17727069912119228,0.2340145218462073,0.2417897997006162,0.23624643713154014,0.2160112063015229,0.1688635005260692,0.193203461541121,0.115469843942797,0.13683381114849666,0.26369125257020215,0.24131801325801028,0.1568598968797896,0.2048430271857163,0.2536132336610808,0.23545289689619853,0.27912694334484534,0.24583718318493575,-0.08725652829597713,0.13592629552366436,0.16892315732615487,0.20500760855136352,0.15922481246045514,0.2365849897313997,0.20864837105961906,0.2124190073399061,0.19303662157800006,0.22027179912441314,0.2182593860883188,0.0884416192418586,0.07504330534078568,0.26946293700454294,0.21845792003751263,0.2467289939186414,0.22682392613470936,0.31507430363098105,0.2686794765090856,0.20039253536122892,0.22257552408217013,0.22926092958251215,0.1643236515771651,0.2612169019167512,0.23698524477211563,0.2586109524165898,0.2540060515045086,0.17972821924168433,0.1579448203236239,0.31326427621516184,0.2658680806097409,0.23107816347612897,0.22100439746973446,0.1448782892821032,0.13696062938065845,0.2565035324119112,0.20905891724045966
FAS_total_raw_x,-0.10529490413022086,0.005528738568303517,0.009138967023937183,0.24730527506470532,0.15165155323923774,0.16865583796081907,0.1905541221097527,0.07117813611795482,0.1290030739113709,-0.12082337046064379,0.16794446497610446,0.23591228690527763,0.23994666861199593,0.2283649527293049,0.17225651679592177,0.2414035545056629,-0.1952719551319598,-0.12661027891985926,0.18052122451796493,0.2587625270699673,0.28514741409849464,0.29885831640144944,,-0.12045194979862979,,-0.04765595469582761,-0.02916896194814042,0.27087833196461614,0.2203733140646179,0.21391401015114425,0.2212152861990474,0.15215391229548292,0.24368598357700708,-0.12387983717893084,-0.08227850156293692,0.12778446565194726,0.28204866531288686,0.3197170589845263,0.26790633591869495,,-0.0963080721562831,,0.01396678605481897,-0.10871057430066303,0.27373509238262395,0.26016672660932827,0.24146985545589697,0.164836230211779,0.2969502919841229,0.26952928960297573,0.13389234285060514,0.12627305811079545,0.22876996422448317,0.22374672658372233,0.11801334446006266,0.004011283159367286,0.2768412112466736,0.2159687150292533,0.25944979564894877,0.21678683827335332,0.28642015745751437,0.29352780398776424,0.24272276397659437,0.24428186770381136,0.19850548384023817,0.2096758065760831,0.175992457596596,0.1800731783108615,0.3079505952556752,0.27183079970272794,0.19452966202274602,0.2306375841305922,0.28473182118536977,0.2610355870253843,0.3225461866150027,0.279969574669479,-0.10021268540912351,0.1590796547410207,0.19300966708372133,0.23708524568235334,0.17684947527402384,0.2690740084062033,0.2414240776402464,0.24645600162772924,0.20505566250780732,0.2544940296796221,0.2309951860761049,0.09290555266228434,0.08622193702370606,0.2985565478098222,0.258530916793147,0.2579455954784091,0.23654260391899457,0.3458734988538598,0.3066661894832069,0.23869347223576465,0.25276319624954335,0.26879809606024074,0.1943222267289062,0.2903171559454494,0.26797180785846875,0.2901881882327071,0.2817290130688109,0.212455720492143,0.18756352667555454,0.35160417547303224,0.3050831796919251,0.24535159458649586,0.24375988245646116,0.1645649158336409,0.15242553057642166,0.302076263070017,0.25855539246272585
