Independent_Variable,Dependent_Variable,Correlation,P_Value,Sample_Size
Edu_x,Right-Amygdala,0.103283865919429,0.04477233568307259,378
FAS_total_raw_x,WM-hypointensities,-0.10871057430066303,0.04613462215085729,337
Animals_raw_x,pericalcarine,0.1085217303654301,0.047176220696675195,335
Animals_raw_x,CC_Posterior,0.1082828357918112,0.047667610232952864,335
Animals_T_x,caudalanteriorcingulate_rh,0.10893528655256339,0.0486964255475625,328
FAS_total_T_x,frontalpole,0.10825241171547731,0.04908924279735468,331
BNT_totalwstim_raw_x,caudalanteriorcingulate_rh,0.10655564208566876,0.05065380452376237,337
Age_x,frontalpole,-0.09950504226387555,0.05137026440473353,384
BNT_totalwstim_raw_x,frontalpole,0.10531111223859373,0.05342794087919163,337
FAS_total_raw_x,3rd-Ventricle,-0.10529490413022086,0.05346488675817036,337
BNT_totalwstim_T_x,isthmuscingulate_rh,0.10616328367009603,0.053653783480384035,331
Animals_T_x,CC_Posterior,0.10644821440632216,0.05410753708805057,328
Edu_x,Left-VentralDC,0.09910419392764983,0.054208587276925235,378
Edu_x,Left-Amygdala,0.09878369650658043,0.054995789062576156,378
Edu_x,rostralanteriorcingulate_rh,0.09794471895713339,0.05710152388668243,378
BNT_totalwstim_T_x,Left-Inf-Lat-Vent,-0.10446585273885242,0.0576174234730928,331
Animals_T_x,Right-Cerebellum-Cortex,0.10312511293343032,0.06210832020678858,328
Edu_x,Right-Hippocampus,0.09597157161648054,0.06231810848023924,378
BNT_totalwstim_T_x,non-WM-hypointensities,-0.1023156645406248,0.06298312297620366,331
Edu_x,Right-choroid-plexus,0.0954817228696216,0.06367229075183156,378
BNT_totalwstim_T_x,postcentral_rh,0.10190687581575811,0.06404837269330813,331
BNT_totalwstim_T_x,CC_Mid_Anterior,0.10167926942735253,0.06464787485643135,331
FAS_total_raw_x,non-WM-hypointensities,-0.10021268540912351,0.0661430566943678,337
Edu_x,pericalcarine,0.09452678727287807,0.06638181174299289,378
Edu_x,isthmuscingulate_rh,0.0943604046912533,0.06686344455576003,378
Edu_x,Left-Hippocampus,0.0941950072183007,0.06734506226615812,378
FAS_total_T_x,cuneus_rh,0.10065724187663358,0.06739691628394028,331
Edu_x,entorhinal,0.09335089284785741,0.06984749898740324,378
Animals_raw_x,CSF,-0.09871073572648457,0.07117503535178678,335
BNT_totalwstim_T_x,lingual,0.09725602409207464,0.07724240086617545,331
FAS_total_raw_x,Right-choroid-plexus,-0.0963080721562831,0.07747670948397685,337
BNT_totalwstim_raw_x,Left-Caudate,0.09626257689409624,0.07761750904269986,337
Edu_x,Left-Inf-Lat-Vent,0.09082936033545058,0.07777858315480596,378
FAS_total_T_x,Right-Inf-Lat-Vent,-0.09659649495140403,0.07928039645182175,331
Animals_T_x,paracentral,0.09695424464053785,0.07954274405049626,328
Animals_T_x,Right-Cerebellum-White-Matter,0.09681389959797002,0.07998117247695527,328
Age_x,non-WM-hypointensities,0.08944063434751404,0.08003772991022438,384
Edu_x,temporalpole_rh,0.09000851501720276,0.08051273565473889,378
BNT_totalwstim_T_x,CC_Mid_Posterior,0.0960318739634172,0.0810595050170544,331
Animals_T_x,Left-Cerebellum-Cortex,0.09552939507033772,0.08408533156013343,328
BNT_totalwstim_T_x,frontalpole,0.09484462372244272,0.08490575712772355,331
Edu_x,parahippocampal,0.08833049606084914,0.08634393438482693,378
FAS_total_T_x,Left-choroid-plexus,-0.09434379224861161,0.08657172348576486,331
FAS_total_raw_x,pericalcarine,0.09290555266228434,0.08859295008030144,337
BNT_totalwstim_T_x,posteriorcingulate_rh,0.09302219776695726,0.09109424317967539,331
FAS_total_T_x,3rd-Ventricle,-0.09290306402982092,0.09151104401823054,331
Edu_x,CC_Posterior,0.08690562246220374,0.0915579882889612,378
BNT_totalwstim_raw_x,CC_Mid_Posterior,0.09186204330950631,0.09224762750640551,337
Animals_raw_x,frontalpole,0.0918977977852944,0.09309864755923258,335
BNT_totalwstim_T_x,Right-choroid-plexus,0.092029630014386,0.09461362475664055,331
Animals_T_x,cuneus_rh,0.09225467415419272,0.09531902136962155,328
BNT_totalwstim_T_x,pericalcarine_rh,0.0905818940110944,0.09994046178268348,331
BNT_totalwstim_T_x,pericalcarine,0.08913082824277799,0.10551572277288233,331
FAS_total_T_x,pericalcarine,0.0884416192418586,0.10824845214698581,331
Animals_raw_x,Optic-Chiasm,-0.08716682881492263,0.11127597993803011,335
Animals_T_x,pericalcarine,0.0879159358483507,0.11200953221530065,328
FAS_total_T_x,non-WM-hypointensities,-0.08725652829597713,0.11307739606325658,331
BNT_totalwstim_T_x,Left-Pallidum,0.08723938369720446,0.11314847591701042,331
BNT_totalwstim_T_x,Right-Lateral-Ventricle,0.0870691743202798,0.11385604997574844,331
FAS_total_raw_x,pericalcarine_rh,0.08622193702370606,0.11413280758323574,337
Animals_raw_x,Left-Pallidum,0.08585300307159666,0.11678977747676829,335
Animals_T_x,frontalpole,0.08638557232266562,0.11841604293243012,328
Edu_x,CC_Anterior,0.08040132026071468,0.11863457100079412,378
Edu_x,bankssts_rh,0.07986409635916766,0.12112476000964133,378
Edu_x,entorhinal_rh,0.07936140877984499,0.12349157143688548,378
Edu_x,Left-Cerebellum-White-Matter,0.07886188828313062,0.1258789382757398,378
FAS_total_T_x,Right-Lateral-Ventricle,-0.08419134243071749,0.12635177466107964,331
FAS_total_raw_x,Right-Lateral-Ventricle,-0.08227850156293692,0.13171398407797608,337
Edu_x,CC_Mid_Posterior,0.07662499599628635,0.13701133434592533,378
Edu_x,3rd-Ventricle,0.07631696260066106,0.13860182490018302,378
Edu_x,Right-Pallidum,0.07617291896291459,0.1393504194497473,378
Animals_T_x,CSF,-0.08176065372011043,0.1395228611315296,328
Edu_x,CSF,0.0757965522715306,0.14132102810728256,378
Age_x,4th-Ventricle,0.07505707863379782,0.1420800849452214,384
Edu_x,Left-Caudate,0.0751419715601582,0.14479904355700482,378
Edu_x,CC_Central,0.07459904323175562,0.14773305482536653,378
BNT_totalwstim_raw_x,non-WM-hypointensities,-0.077525807576569,0.1555975758521309,337
Animals_raw_x,Right-Pallidum,0.07772678650385788,0.1557636279214223,335
BNT_totalwstim_T_x,frontalpole_rh,0.07547095590273784,0.17073882592128903,331
FAS_total_T_x,pericalcarine_rh,0.07504330534078568,0.17318223507888775,331
Animals_T_x,Optic-Chiasm,-0.07527967856983728,0.17379870336163222,328
Animals_raw_x,Left-vessel,-0.07176240864372448,0.1901118983411878,335
FAS_total_raw_x,CC_Mid_Posterior,0.07117813611795482,0.19241921982922414,337
BNT_totalwstim_raw_x,Right-Pallidum,0.06903817055082288,0.20616823354689817,337
BNT_totalwstim_T_x,Right-Inf-Lat-Vent,-0.06921301157715726,0.20912925050235467,331
Animals_T_x,Right-Pallidum,0.06894701680602783,0.21298511755055974,328
Animals_raw_x,pericalcarine_rh,0.06770988364334449,0.21642839823078994,335
BNT_totalwstim_T_x,Left-Lateral-Ventricle,0.06757392715134451,0.2201418719231173,331
FAS_total_T_x,Right-choroid-plexus,-0.0671902829763896,0.22277823816820197,331
FAS_total_T_x,WM-hypointensities,-0.06481465835121027,0.2396047440265262,331
Edu_x,frontalpole_rh,0.06060305490231332,0.2398201610589382,378
Edu_x,bankssts,0.06047379465135328,0.24082599358164136,378
BNT_totalwstim_raw_x,Left-Pallidum,0.0633594862976774,0.24606113589274914,337
Animals_T_x,temporalpole,0.06137363395219972,0.2677212875778313,328
Edu_x,Right-Putamen,0.053076533678823215,0.30336985876537204,378
Edu_x,Right-Accumbens-area,0.05301949916695114,0.30389047742940223,378
BNT_totalwstim_raw_x,3rd-Ventricle,-0.05417930396549174,0.321376662495342,337
FAS_total_T_x,CC_Mid_Posterior,0.05342064576393822,0.332585725922961,331
BNT_totalwstim_T_x,Right-Pallidum,0.053076939953813344,0.3357101700678479,331
Edu_x,Left-choroid-plexus,0.049613762069792955,0.33604978046051864,378
Edu_x,Optic-Chiasm,0.04882210038940721,0.3438268296996096,378
Age_x,CC_Mid_Posterior,-0.04712827091270738,0.3570385137178728,384
FAS_total_raw_x,Left-vessel,-0.04765595469582761,0.3831581343258364,337
Animals_T_x,4th-Ventricle,0.04771816545732438,0.38901543165339864,328
Animals_T_x,Left-Pallidum,0.047040413931763364,0.39579455847854206,328
Animals_T_x,5th-Ventricle,-0.045276834816782435,0.41376438796986054,328
Animals_raw_x,CC_Mid_Posterior,0.04463020669259606,0.4155192526629745,335
Animals_raw_x,frontalpole_rh,0.041877413564311475,0.4448953825524322,335
Animals_raw_x,non-WM-hypointensities,-0.04081940704994269,0.4564919930644672,335
Edu_x,Right-Cerebellum-White-Matter,0.037349116990078535,0.46906725710162495,378
BNT_totalwstim_T_x,4th-Ventricle,0.039894220242565795,0.46946243398020615,331
Edu_x,WM-hypointensities,0.037290674207780476,0.46976354004275495,378
Animals_T_x,frontalpole_rh,0.039546908378749024,0.47536945515698487,328
Age_x,5th-Ventricle,0.036523022809871644,0.4754702150383098,384
Animals_raw_x,4th-Ventricle,0.03880918297268783,0.47898475465084356,335
BNT_totalwstim_T_x,WM-hypointensities,-0.03887072479280754,0.4809459463755644,331
FAS_total_T_x,Left-vessel,-0.038524132078111145,0.48486891474726534,331
BNT_totalwstim_raw_x,Optic-Chiasm,-0.037622914199400385,0.4912371598305414,337
Animals_raw_x,Right-vessel,-0.036118113778766184,0.5100151561962437,335
Animals_T_x,CC_Mid_Posterior,0.03605301964985773,0.5152616095428857,328
Edu_x,non-WM-hypointensities,-0.03221171424529397,0.5323943426286143,378
Animals_T_x,Left-vessel,-0.03410654124693429,0.5382135586686152,328
Animals_raw_x,5th-Ventricle,-0.032705365960168986,0.5508221272332112,335
Animals_T_x,Right-vessel,-0.032398882395334755,0.5587614637889208,328
BNT_totalwstim_raw_x,Right-Lateral-Ventricle,0.031562877703572925,0.5636635712719945,337
FAS_total_T_x,Right-vessel,0.030923388554293864,0.5750651338690617,331
BNT_totalwstim_T_x,caudalanteriorcingulate_rh,0.030644867922448405,0.5785145241423172,331
FAS_total_raw_x,Optic-Chiasm,-0.02916896194814042,0.593621802785856,337
Edu_x,Right-vessel,0.027397438141959315,0.5954169674970151,378
BNT_totalwstim_T_x,3rd-Ventricle,-0.026643894055017874,0.6290991915755655,331
Edu_x,parahippocampal_rh,0.023729404297067012,0.6455957888734833,378
Age_x,frontalpole_rh,0.023409987295806074,0.6474501611132878,384
BNT_totalwstim_raw_x,Left-choroid-plexus,-0.024988780958238692,0.6475991818433678,337
BNT_totalwstim_raw_x,frontalpole_rh,0.02278093998870051,0.6768958778172072,337
Age_x,Right-Caudate,0.0211629813692949,0.6793118441350029,384
Animals_T_x,pericalcarine_rh,0.021426768410909992,0.699038880238635,328
Edu_x,Left-vessel,-0.01912997034685465,0.7108377042642838,378
Animals_T_x,non-WM-hypointensities,-0.019172885583600537,0.729386381942997,328
BNT_totalwstim_raw_x,Left-Lateral-Ventricle,0.018840034834301897,0.7303931458542856,337
BNT_totalwstim_T_x,Optic-Chiasm,-0.017791049608414898,0.747088466407547,331
BNT_totalwstim_T_x,Left-choroid-plexus,0.016507591280957724,0.7647771184129357,331
BNT_totalwstim_T_x,CSF,-0.015740996606132658,0.7754015783287023,331
Age_x,Right-vessel,0.014508841660524262,0.7768686201827568,384
FAS_total_T_x,Optic-Chiasm,-0.014860673373369812,0.7876539482937404,331
FAS_total_raw_x,Right-vessel,0.01396678605481897,0.7983709854504062,337
Edu_x,CC_Mid_Anterior,0.013163107600594505,0.7986585873655029,378
BNT_totalwstim_raw_x,Right-choroid-plexus,0.013877927847041106,0.7996264906391588,337
Age_x,CC_Posterior,-0.012982702717983671,0.7998128860465444,384
Age_x,Optic-Chiasm,0.010438044489940346,0.8384458771689529,384
BNT_totalwstim_raw_x,Left-vessel,-0.010980059640829903,0.8408360211431927,337
Age_x,Left-Caudate,0.01012753234247004,0.8431887352656852,384
FAS_total_raw_x,5th-Ventricle,0.009138967023937183,0.8672525993024268,337
BNT_totalwstim_raw_x,4th-Ventricle,0.008257264067546316,0.879957904802711,337
Age_x,Left-vessel,-0.005965422611950488,0.9072421240435791,384
BNT_totalwstim_raw_x,Right-vessel,-0.006292213902662644,0.9083804041525918,337
BNT_totalwstim_T_x,5th-Ventricle,0.005951134070786599,0.9141045598445018,331
FAS_total_raw_x,4th-Ventricle,0.005528738568303517,0.919456936008587,337
FAS_total_T_x,4th-Ventricle,-0.004489563652735161,0.9351462247260106,331
FAS_total_raw_x,frontalpole_rh,0.004011283159367286,0.9415164145912258,337
BNT_totalwstim_raw_x,5th-Ventricle,0.0037699877869830116,0.9450287213594873,337
FAS_total_T_x,frontalpole_rh,0.0037399405645633307,0.9459567152890606,331
Edu_x,Left-Putamen,0.0032130738714860746,0.9503537409331282,378
Edu_x,Left-Accumbens-area,0.0021700812092471516,0.9664576302838342,378
BNT_totalwstim_T_x,Right-vessel,-0.001882961266837322,0.9727751514021615,331
BNT_totalwstim_raw_x,CSF,0.0012127732747135543,0.982303697533924,337
Edu_x,5th-Ventricle,-0.000984903722651094,0.9847730562152678,378
FAS_total_T_x,5th-Ventricle,-0.00029854904507470303,0.9956826070629484,331
BNT_totalwstim_T_x,Left-vessel,4.888554524732497e-05,0.9992930504752278,331
