Test,Mean_CV_R2,Mean_CV_RMSE,Mean_CV_MAE,Final_R2,Final_RMSE,Final_MAE
FAS,-1.3183100671723238,16.44820462708811,13.793646841675677,-1.274602662267506,16.690910785178655,13.793646841675681
Animals,-0.5854485714371315,17.1429517794047,14.101423064541507,-0.5812914065500643,17.399763167820755,14.101423064541507
BNT,-2.5141632379661423,19.97874425558539,17.37459531258012,-2.3232520087573625,21.22804679674249,17.374595312580116
