Variable,R_squared
Age_x,0.005083418404691647
Edu_x,0.07551166898350894
FAS_total_raw_x,0.10522641094479117
FAS_total_T_x,0.19319831535078485
Animals_raw_x,0.0031650967114354995
Animals_T_x,0.1432914095088213
BNT_totalwstim_raw_x,0.2327333108983177
BNT_totalwstim_T_x,0.17460156529719983
